roll,pitch,yaw,accX,accY,accZ
14.93,2.17,135.12,232.0,13.0,456.0
13.97,5.26,126.81,340.0,353.0,967.0
12.49,9.13,116.61,758.0,994.0,602.0
10.33,12.56,104.91,636.0,608.0,422.0
6.98,15.85,91.92,647.0,683.0,876.0
2.46,18.67,78.38,648.0,628.0,356.0
2.62,20.46,64.67,936.0,677.0,774.0
8.32,20.43,50.8,428.0,635.0,590.0
14.16,19.07,37.07,141.0,322.0,276.0
19.31,16.46,23.49,161.0,312.0,886.0
23.29,13.13,9.92,-305.0,20.0,70.0
25.75,-9.15,-3.43,-435.0,391.0,775.0
26.43,-3.96,-16.25,-881.0,121.0,97.0
25.07,-1.16,-28.27,-33.0,-269.0,220.0
,,,,,
57.99,28.62,14.59,-905.0,268.0,628.0
-9.07,24.2,112.1,627.0,128.0,372.0
-9.95,26.77,108.17,856.0,705.0,384.0
-12.22,27.43,102.03,77.0,534.0,836.0
-16.34,26.11,93.93,819.0,232.0,543.0
-21.03,23.01,83.54,928.0,515.0,280.0
-24.98,18.02,71.59,492.0,333.0,846.0
-27.62,11.55,58.55,144.0,428.0,64.0
-28.36,4.16,45.17,-827.0,-234.0,739.0
27.33,3.45,32.15,-797.0,-553.0,635.0
24.89,11.12,19.49,-567.0,-381.0,695.0
20.84,17.75,7.12,-389.0,-325.0,757.0
-15.27,-22.99,5.01,-22.0,-931.0,58.0
-8.72,-26.91,16.77,-720.0,-917.0,932.0
-1.44,-28.47,27.96,-153.0,-810.0,691.0
5.76,-28.94,-38.38,-57.0,-352.0,730.0
12.43,-28.48,-48.43,-678.0,-825.0,683.0
17.98,-26.28,-57.59,-926.0,-165.0,541.0
22.2,-22.97,-65.53,-15.0,-409.0,452.0
25.53,-19.57,-72.3,-32.0,-722.0,380.0
28.44,-16.57,-77.92,-554.0,-897.0,404.0
31.06,-13.97,-82.68,-909.0,-209.0,69.0
33.29,-10.68,-85.89,-732.0,-722.0,258.0
34.92,-7.5,-87.28,-143.0,-259.0,959.0
36.07,-5.49,-87.84,-98.0,-465.0,163.0
36.9,-4.14,-87.85,-504.0,-601.0,413.0
37.7,-2.75,-87.27,-660.0,-784.0,808.0
,,,,,
60.89,-2.5,-43.88,-205.0,-590.0,652.0
-9.08,2.39,50.75,569.0,485.0,276.0
9.09,0.95,40.93,323.0,108.0,920.0
8.33,4.65,29.63,678.0,72.0,399.0
6.45,8.75,17.5,293.0,909.0,675.0
3.1,11.7,4.23,267.0,830.0,460.0
1.21,-11.4,-8.88,-457.0,-795.0,171.0
5.69,-10.72,-21.46,-212.0,-638.0,285.0
9.71,-11.74,-33.7,-72.0,-997.0,647.0
13.34,-13.0,-45.86,-332.0,-690.0,677.0
16.6,-12.63,-57.76,-472.0,-29.0,504.0
19.62,-10.91,-68.83,-156.0,-214.0,438.0
21.93,-9.28,-79.42,-240.0,-748.0,413.0
23.53,-7.54,-89.37,-799.0,-697.0,446.0
24.77,-5.2,-98.15,-325.0,-750.0,227.0
25.84,-2.24,-105.51,-346.0,-867.0,274.0
27.17,-1.37,-110.83,-393.0,-996.0,398.0
28.97,-5.0,-114.05,-978.0,-764.0,85.0
30.98,-7.69,-115.99,-0.0,-949.0,937.0
32.85,-9.32,-116.43,-228.0,-573.0,61.0
34.68,-10.15,-115.51,-457.0,-95.0,299.0
36.46,-10.53,-113.28,-896.0,-378.0,729.0
38.44,-10.5,-109.57,-43.0,-677.0,141.0
40.73,-9.69,-104.61,-23.0,-59.0,623.0
43.12,-8.07,-99.32,-306.0,-648.0,859.0
,,,,,
61.84,-0.82,-50.69,-421.0,-950.0,520.0
12.95,0.72,67.33,930.0,775.0,28.0
-12.78,2.29,58.79,697.0,35.0,721.0
-13.24,1.99,49.73,458.0,723.0,328.0
13.11,1.11,40.28,154.0,33.0,517.0
11.96,3.96,30.02,-609.0,-46.0,754.0
9.88,7.08,19.28,-920.0,-273.0,682.0
6.87,10.63,8.48,-224.0,-354.0,579.0
-3.05,-13.48,2.34,-538.0,-98.0,732.0
1.41,-15.56,-13.27,-972.0,-192.0,179.0
6.4,-16.99,-24.13,-721.0,-811.0,944.0
11.41,-16.36,-34.53,-573.0,-639.0,720.0
15.98,-15.59,-44.61,-705.0,-903.0,921.0
19.97,-15.08,-54.38,-544.0,-502.0,717.0
23.24,-13.08,-63.08,-250.0,-359.0,441.0
25.62,-9.92,-70.13,-945.0,-302.0,392.0
27.37,-6.85,-75.7,-1.0,-24.0,447.0
28.9,-4.25,-79.77,-980.0,-482.0,600.0
30.53,-1.94,-82.44,-386.0,-760.0,423.0
32.16,-0.07,-84.44,-554.0,-811.0,340.0
33.4,-1.73,-86.9,-252.0,-193.0,541.0
34.45,-3.34,-89.39,-619.0,-359.0,346.0
35.24,-5.33,-91.13,-828.0,-468.0,212.0
35.88,-7.32,-92.29,-19.0,-669.0,677.0
36.3,-8.88,-93.2,-678.0,-485.0,936.0
37.25,-11.52,-91.74,-572.0,-750.0,898.0
39.49,-12.93,-87.75,-900.0,-551.0,550.0
41.69,-11.38,-84.86,-804.0,-70.0,981.0
44.51,-8.77,-81.23,-341.0,-476.0,850.0
47.29,-6.09,-76.13,-719.0,-368.0,830.0
,,,,,
64.65,-30.67,-16.66,-296.0,-772.0,951.0
-151.77,-131.26,60.58,-517.0,-794.0,938.0
-164.1,-125.25,73.31,-770.0,-920.0,210.0
179.25,-122.2,-85.52,-828.0,-377.0,536.0
161.97,-123.0,-96.98,-272.0,-533.0,64.0
147.98,-127.32,-107.78,-179.0,-768.0,517.0
137.78,-133.31,-118.07,-626.0,-938.0,903.0
131.1,-139.92,-127.24,-582.0,-133.0,723.0
126.5,-145.85,-134.93,-419.0,-211.0,704.0
122.39,-149.81,-141.08,-823.0,-124.0,955.0
118.75,-152.31,-145.99,-653.0,-332.0,313.0
116.37,-154.27,-149.36,-472.0,-895.0,803.0
114.85,-156.4,-151.57,-183.0,-475.0,580.0
113.24,-158.26,-153.45,-79.0,-262.0,206.0
111.13,-158.32,-154.15,-579.0,-629.0,212.0
109.37,-157.18,-153.46,-76.0,-442.0,32.0
107.69,-155.13,-151.79,-354.0,-828.0,67.0
105.84,-152.38,-149.43,-368.0,-667.0,24.0
104.6,-149.45,-146.58,-507.0,-792.0,151.0
103.34,-145.57,-143.01,-77.0,-575.0,100.0
102.31,-141.13,-138.89,-316.0,-498.0,24.0
102.15,-136.74,-134.61,-268.0,-930.0,874.0
102.73,-131.8,-129.65,-918.0,-765.0,32.0
104.35,-126.76,-124.45,-49.0,-126.0,333.0
107.24,-121.13,-118.48,-25.0,-451.0,558.0
113.73,-114.29,-110.75,-699.0,-415.0,184.0
130.63,-110.03,-102.88,-618.0,-582.0,385.0
,,,,,
74.13,-65.97,-113.25,-608.0,-81.0,712.0
38.89,-40.75,-122.45,-314.0,-221.0,241.0
36.41,-43.2,-119.24,-410.0,-695.0,782.0
35.24,-44.83,-117.68,-336.0,-925.0,651.0
34.8,-45.61,-116.99,-459.0,-29.0,202.0
34.94,-46.14,-116.6,-995.0,-31.0,222.0
35.21,-46.56,-116.26,-21.0,-890.0,928.0
35.77,-47.17,-116.11,-174.0,-901.0,707.0
36.48,-47.79,-116.16,-325.0,-56.0,722.0
37.2,-48.31,-116.28,-881.0,-437.0,838.0
37.97,-48.6,-116.51,-462.0,-615.0,903.0
38.68,-48.48,-116.99,-467.0,-639.0,922.0
40.14,-48.35,-118.03,-304.0,-759.0,241.0
42.63,-48.22,-119.75,-638.0,-810.0,553.0
45.51,-47.73,-121.93,-643.0,-582.0,819.0
48.41,-46.64,-124.63,-390.0,-240.0,241.0
51.57,-45.16,-127.92,-510.0,-825.0,933.0
55.5,-43.59,-131.71,-251.0,-341.0,794.0
59.68,-41.24,-136.13,-293.0,-595.0,349.0
63.04,-37.79,-141.11,-657.0,-857.0,679.0
65.37,-33.69,-146.28,-233.0,-924.0,776.0
67.15,-29.17,-151.62,-963.0,-126.0,547.0
68.97,-23.8,-157.92,-837.0,-195.0,366.0
70.26,-17.28,-165.17,-396.0,-316.0,55.0
71.15,-9.75,-173.0,-899.0,-586.0,655.0
72.17,-1.83,-179.17,-690.0,-180.0,156.0
73.14,-6.17,-171.59,-803.0,-346.0,76.0
74.03,-14.4,-164.05,-141.0,-23.0,768.0
,,,,,
87.26,-16.54,-162.63,-855.0,-443.0,41.0
22.22,-16.78,-69.7,462.0,209.0,242.0
25.5,-14.53,-80.44,915.0,321.0,515.0
28.37,-12.01,-91.91,216.0,99.0,774.0
30.91,-9.32,-103.93,204.0,779.0,2.0
33.08,-6.42,-116.13,146.0,107.0,199.0
34.85,-3.61,-128.16,80.0,165.0,369.0
36.46,-0.83,-140.35,718.0,76.0,131.0
37.69,-2.44,-152.16,383.0,686.0,525.0
38.41,-6.32,-163.36,-944.0,-782.0,969.0
38.43,-9.6,-173.83,-216.0,-976.0,572.0
37.7,-12.68,-176.28,-791.0,-81.0,235.0
36.68,-16.25,-166.95,-525.0,-447.0,5.0
35.61,-20.42,-158.09,-756.0,-831.0,962.0
34.77,-24.24,-149.98,-120.0,-189.0,499.0
34.25,-26.71,-143.04,-371.0,-33.0,686.0
33.72,-28.4,-137.19,-126.0,-468.0,-304.0
33.35,-30.03,-132.54,-608.0,-34.0,-966.0
33.47,-31.43,-129.55,-717.0,-425.0,-250.0
34.09,-32.33,-128.15,-686.0,-738.0,-113.0
35.32,-32.83,-128.35,-746.0,-906.0,-583.0
37.05,-32.65,-130.08,-717.0,-831.0,52.0
39.46,-32.0,-133.25,-248.0,-479.0,818.0
42.09,-30.4,-137.69,-103.0,-566.0,572.0
44.48,-27.67,-142.95,-585.0,-776.0,13.0
46.58,-24.18,-148.84,-871.0,-566.0,599.0
48.53,-19.99,-155.69,-119.0,-996.0,31.0
50.22,-14.45,-164.03,-196.0,-871.0,373.0
51.45,-7.14,-172.82,-136.0,-466.0,935.0
,,,,,
74.98,-33.47,-145.74,-11.0,-363.0,807.0
14.38,-13.41,-98.46,731.0,37.0,163.0
16.89,-11.69,-109.13,510.0,407.0,269.0
19.66,-7.16,-119.45,73.0,409.0,478.0
22.66,-3.91,-130.22,738.0,701.0,643.0
25.32,-3.36,-141.34,381.0,352.0,417.0
27.36,-2.4,-151.91,-215.0,-638.0,832.0
28.98,-0.42,-161.87,-887.0,-983.0,252.0
30.28,-1.81,-171.0,-410.0,-364.0,987.0
31.22,-3.8,-179.42,-174.0,-333.0,833.0
31.73,-5.63,-172.44,-970.0,-411.0,442.0
31.93,-7.75,-164.78,-291.0,-544.0,167.0
31.93,-10.09,-157.91,-277.0,-537.0,-18.0
31.84,-11.85,-151.91,-838.0,-285.0,-216.0
31.61,-12.86,-146.69,-651.0,-895.0,-290.0
31.46,-13.87,-142.16,-597.0,-628.0,-234.0
31.57,-15.39,-138.37,-254.0,-378.0,57.0
32.16,-17.13,-135.55,-635.0,-800.0,462.0
33.37,-18.6,-133.72,-887.0,-850.0,698.0
34.97,-19.72,-132.63,-843.0,-604.0,687.0
37.05,-21.31,-132.49,-387.0,-427.0,663.0
39.33,-22.71,-133.71,-940.0,-798.0,977.0
41.43,-23.0,-135.86,-646.0,-196.0,331.0
43.39,-22.18,-138.84,-86.0,-570.0,736.0
45.12,-20.45,-142.48,-913.0,-865.0,920.0
46.7,-18.42,-146.72,-155.0,-975.0,185.0
48.28,-15.96,-152.03,-447.0,-904.0,438.0
49.73,-12.63,-158.65,-522.0,-255.0,441.0
50.77,-8.03,-165.63,-696.0,-761.0,625.0
,,,,,
78.99,-29.82,-149.8,-20.0,770.0,257.0
39.49,-30.41,-101.84,691.0,436.0,980.0
41.87,-27.14,-110.43,958.0,699.0,699.0
43.89,-22.37,-120.0,153.0,5.0,306.0
45.43,-16.84,-130.44,599.0,259.0,821.0
46.59,-10.81,-141.85,419.0,159.0,994.0
47.12,-4.07,-153.71,545.0,344.0,679.0
46.99,-3.16,-165.43,-389.0,-833.0,294.0
46.4,-9.71,-176.74,-294.0,-292.0,893.0
45.25,-15.5,-172.76,-75.0,-651.0,482.0
43.77,-20.55,-163.31,-329.0,-181.0,802.0
42.44,-25.22,-155.09,-486.0,-611.0,146.0
41.19,-29.15,-148.27,-163.0,-609.0,753.0
39.85,-31.65,-142.97,-139.0,-456.0,466.0
39.23,-33.29,-139.27,-128.0,-184.0,297.0
39.64,-34.58,-137.22,-475.0,-503.0,479.0
40.83,-35.47,-136.53,-452.0,-596.0,594.0
42.52,-35.76,-136.97,-91.0,-435.0,854.0
44.31,-35.44,-138.31,-944.0,-128.0,92.0
46.26,-34.67,-140.38,-750.0,-797.0,451.0
48.3,-33.47,-143.11,-108.0,-412.0,894.0
50.26,-31.7,-146.36,-767.0,-79.0,106.0
52.2,-29.23,-150.16,-158.0,-717.0,256.0
54.48,-26.23,-154.79,-249.0,-868.0,560.0
57.06,-21.83,-160.84,-528.0,-347.0,568.0
59.48,-16.2,-167.73,-130.0,-801.0,499.0
60.64,-9.89,-174.88,-443.0,-402.0,768.0
61.24,-3.04,-178.0,-706.0,-714.0,53.0
62.09,-4.2,-170.86,-369.0,-977.0,735.0
63.05,-11.92,-163.37,-511.0,-989.0,552.0
,,,,,
70.37,-40.18,-135.15,-947.0,-954.0,833.0
43.05,-36.68,-155.11,-15.0,-377.0,427.0
43.51,-38.34,-151.22,-657.0,-69.0,378.0
44.12,-40.05,-147.83,-347.0,-862.0,436.0
44.96,-41.6,-145.03,-812.0,-654.0,402.0
46.08,-42.68,-143.15,-360.0,-371.0,457.0
47.87,-43.64,-141.95,-541.0,-191.0,660.0
50.23,-44.2,-141.52,-371.0,-792.0,716.0
52.92,-44.15,-141.96,-524.0,-371.0,709.0
55.61,-43.49,-143.18,-581.0,-912.0,740.0
57.77,-42.22,-145.08,-333.0,-536.0,10.0
59.64,-40.24,-147.79,-474.0,-186.0,181.0
61.22,-37.69,-151.25,-250.0,-680.0,598.0
62.37,-34.8,-155.1,-566.0,-940.0,22.0
63.53,-31.15,-159.62,-549.0,-415.0,836.0
64.48,-26.57,-165.21,-492.0,-719.0,915.0
64.77,-21.41,-171.22,-382.0,-364.0,636.0
64.79,-15.88,-177.12,-633.0,-752.0,456.0
64.92,-9.87,-176.9,-92.0,-722.0,449.0
65.66,-3.24,-171.13,-164.0,-836.0,142.0
65.9,-2.78,-165.76,-205.0,-638.0,12.0
65.86,-8.85,-159.78,-478.0,-272.0,312.0
66.01,-15.39,-153.71,-73.0,-419.0,185.0
66.73,-22.12,-148.27,-831.0,-838.0,848.0
67.94,-28.28,-143.74,-484.0,-907.0,785.0
69.52,-33.42,-139.93,-376.0,-367.0,631.0
71.53,-38.13,-136.39,-22.0,-369.0,629.0
73.55,-41.79,-133.64,-23.0,-503.0,238.0
75.4,-44.73,-131.33,-451.0,-693.0,544.0
77.63,-47.07,-129.7,-712.0,-566.0,-291.0
,,,,,
81.19,-12.45,-161.76,-677.0,-53.0,966.0
35.0,-44.18,-155.45,-561.0,-257.0,218.0
44.87,-35.35,-170.6,-262.0,-502.0,458.0
50.64,-20.32,-169.67,-208.0,570.0,274.0
54.23,-1.85,-147.37,-545.0,637.0,341.0
52.52,-26.47,-131.96,930.0,898.0,84.0
57.83,-36.79,-137.76,-102.0,53.0,646.0
62.42,-29.42,-145.1,-990.0,-494.0,548.0
62.29,-18.03,-148.17,-462.0,-398.0,-357.0
62.88,-12.3,-147.34,-298.0,-428.0,491.0
64.92,-15.96,-147.73,-816.0,-346.0,-32.0
67.74,-18.76,-149.12,-495.0,-871.0,-880.0
68.86,-18.24,-149.2,-21.0,-353.0,-735.0
69.49,-17.55,-149.46,-349.0,-106.0,-109.0
70.16,-16.96,-150.52,-373.0,-210.0,-924.0
70.64,-16.44,-151.54,-14.0,-311.0,-381.0
70.77,-15.87,-152.12,-373.0,-274.0,122.0
70.54,-15.26,-152.27,-288.0,-303.0,613.0
70.33,-15.02,-152.33,-37.0,-344.0,44.0
70.36,-14.76,-152.73,-493.0,-492.0,63.0
70.32,-14.68,-152.85,-226.0,-258.0,97.0
70.26,-14.57,-153.09,-438.0,-387.0,251.0
70.31,-14.4,-153.37,-576.0,-442.0,118.0
70.31,-14.32,-153.53,-373.0,-357.0,210.0
70.46,-14.32,-153.76,-430.0,-312.0,135.0
70.73,-14.6,-153.96,-363.0,-198.0,936.0
70.99,-14.71,-154.28,-610.0,-26.0,655.0
71.08,-14.2,-154.73,-225.0,-27.0,305.0
70.82,-13.49,-154.76,-999.0,-856.0,38.0
,,,,,
83.2,-33.64,-114.64,999.0,645.0,899.0
70.38,-29.52,-125.91,-829.0,-347.0,-41.0
72.57,-31.56,-127.09,-543.0,-649.0,-765.0
74.05,-33.74,-127.14,-84.0,-710.0,-766.0
75.35,-35.4,-127.31,-893.0,-548.0,-699.0
76.39,-35.88,-127.99,-455.0,-616.0,-628.0
76.62,-35.6,-128.06,-658.0,-519.0,-261.0
76.65,-35.27,-128.07,-418.0,-458.0,201.0
76.75,-34.84,-128.44,-810.0,-465.0,662.0
76.57,-34.29,-128.51,-460.0,-367.0,61.0
76.27,-33.89,-128.24,-503.0,-368.0,204.0
76.17,-33.74,-128.29,-490.0,-292.0,238.0
75.97,-33.47,-128.22,-665.0,-346.0,222.0
75.76,-33.26,-128.12,-375.0,-284.0,261.0
75.79,-32.93,-128.62,-200.0,-169.0,316.0
76.14,-32.24,-129.87,-420.0,-275.0,160.0
76.3,-31.38,-130.85,-601.0,-170.0,940.0
76.02,-30.51,-130.97,-181.0,-82.0,806.0
75.82,-29.75,-131.18,-635.0,-145.0,611.0
75.86,-29.23,-131.94,-382.0,-978.0,458.0
75.87,-28.35,-132.93,-575.0,-61.0,385.0
75.71,-27.22,-133.68,-391.0,-51.0,386.0
75.56,-26.18,-134.64,-117.0,-968.0,606.0
75.51,-25.12,-135.97,-344.0,-31.0,874.0
75.6,-22.4,-139.03,-684.0,-58.0,221.0
76.17,-20.9,-141.22,-831.0,-24.0,593.0
,,,,,
37.96,42.33,20.83,900.0,381.0,237.0
29.95,-11.11,-99.28,-134.0,-450.0,632.0
30.58,-14.64,-111.95,-751.0,-399.0,277.0
30.78,-17.98,-124.48,-139.0,-409.0,838.0
30.86,-21.72,-135.96,-449.0,-838.0,355.0
30.93,-25.75,-146.23,-370.0,-95.0,36.0
30.93,-29.67,-155.3,-309.0,-972.0,799.0
31.34,-33.33,-163.38,-383.0,-438.0,699.0
31.65,-36.21,-170.35,-305.0,-301.0,755.0
32.19,-38.63,-176.1,-649.0,-158.0,713.0
33.19,-40.71,-179.18,-138.0,-835.0,298.0
34.23,-42.01,-175.86,-372.0,-507.0,130.0
34.9,-42.22,-174.28,-248.0,-186.0,177.0
36.27,-42.43,-174.13,-278.0,-54.0,323.0
38.61,-42.86,-175.37,-412.0,-673.0,751.0
41.5,-42.8,-178.22,-178.0,-122.0,378.0
44.85,-41.8,-177.41,-181.0,-967.0,992.0
48.23,-39.53,-172.21,-116.0,-0.0,547.0
51.14,-36.57,-166.69,-768.0,-669.0,891.0
53.79,-33.45,-160.79,-218.0,-76.0,266.0
56.41,-29.6,-153.7,-642.0,-354.0,291.0
58.81,-24.56,-145.96,-595.0,-50.0,874.0
60.6,-18.34,-139.45,-875.0,-19.0,498.0
62.42,-10.96,-134.16,-355.0,-470.0,733.0
63.3,-3.4,-127.39,-912.0,-945.0,464.0
63.56,-4.6,-121.27,-929.0,-726.0,29.0
63.67,-13.5,-116.69,-172.0,-311.0,357.0
63.49,-22.57,-112.64,-429.0,-202.0,831.0
62.99,-30.77,-108.69,-524.0,-167.0,192.0
,,,,,
73.84,-28.5,-20.08,-233.0,531.0,41.0
13.63,-2.98,-23.04,813.0,752.0,706.0
16.71,-1.13,-33.84,852.0,87.0,807.0
19.61,-0.15,-44.62,129.0,220.0,924.0
22.37,-1.97,-55.28,503.0,92.0,3.0
24.96,-4.1,-66.04,-406.0,-287.0,144.0
27.11,-7.23,-76.25,-189.0,-990.0,510.0
29.27,-11.01,-86.06,-746.0,-870.0,558.0
31.06,-14.26,-96.17,-38.0,-742.0,799.0
32.19,-17.16,-106.83,-53.0,-49.0,303.0
33.06,-20.7,-117.06,-521.0,-990.0,279.0
33.72,-24.43,-126.35,-317.0,-934.0,478.0
33.94,-27.26,-135.06,-775.0,-686.0,125.0
33.98,-29.13,-143.18,-682.0,-571.0,889.0
34.38,-30.88,-150.36,-790.0,-413.0,656.0
35.19,-32.77,-156.28,-398.0,-18.0,481.0
36.18,-34.36,-161.08,-482.0,-364.0,676.0
37.28,-35.51,-165.1,-577.0,-417.0,931.0
38.39,-36.39,-167.98,-326.0,-180.0,80.0
39.85,-37.06,-169.86,-697.0,-471.0,52.0
41.32,-36.87,-171.04,-809.0,-556.0,218.0
42.76,-36.24,-171.14,-449.0,-141.0,239.0
44.56,-35.7,-170.07,-599.0,-647.0,393.0
46.41,-34.45,-167.75,-999.0,-137.0,770.0
48.03,-32.23,-164.48,-977.0,-635.0,36.0
49.75,-29.34,-160.15,-611.0,-770.0,407.0
51.32,-25.44,-154.85,-712.0,-732.0,910.0
52.64,-20.79,-149.48,-689.0,-846.0,17.0
54.22,-15.94,-143.45,-623.0,-993.0,56.0
,,,,,
69.07,-27.4,-105.91,-106.0,-688.0,648.0
29.24,-0.9,-76.14,-546.0,-594.0,582.0
32.1,-4.11,-88.7,-309.0,-414.0,803.0
34.26,-6.83,-101.88,-785.0,-275.0,761.0
36.01,-10.35,-114.65,-418.0,-545.0,399.0
37.45,-14.2,-126.67,-179.0,-527.0,940.0
38.34,-17.72,-137.98,-872.0,-158.0,275.0
38.54,-21.01,-148.34,-741.0,-970.0,559.0
38.1,-24.28,-157.26,-608.0,-516.0,266.0
36.62,-27.26,-164.92,-710.0,-905.0,313.0
34.58,-30.38,-171.87,-279.0,-261.0,491.0
32.45,-33.47,-178.15,-722.0,-532.0,912.0
30.63,-36.32,-176.16,-894.0,-710.0,929.0
29.27,-38.91,-171.21,-919.0,-787.0,314.0
28.63,-40.72,-167.75,-923.0,-942.0,780.0
29.81,-42.09,-166.93,-58.0,-667.0,4.0
33.13,-42.96,-168.52,-672.0,-105.0,603.0
38.31,-42.81,-172.13,-22.0,-181.0,134.0
43.88,-40.58,-177.76,-651.0,-262.0,566.0
48.71,-36.53,-175.35,-562.0,-717.0,853.0
52.69,-31.38,-167.88,-516.0,-136.0,8.0
55.67,-25.17,-159.8,-323.0,-372.0,199.0
57.81,-18.1,-150.89,-511.0,-455.0,518.0
59.31,-10.54,-141.68,-973.0,-88.0,452.0
60.24,-2.25,-133.65,-320.0,-273.0,545.0
60.84,-6.58,-127.05,-888.0,-611.0,536.0
61.14,-14.7,-121.59,-982.0,-442.0,925.0
60.34,-22.11,-114.6,-494.0,-504.0,35.0
,,,,,
74.1,-48.79,-3.5,-927.0,420.0,387.0
15.86,-7.43,-35.63,285.0,26.0,46.0
17.77,-6.45,-47.74,251.0,391.0,679.0
19.76,-5.04,-60.18,819.0,267.0,191.0
22.13,-3.09,-72.85,-17.0,-179.0,603.0
25.0,-1.22,-85.61,-153.0,-722.0,768.0
28.06,-0.66,-98.32,-150.0,-706.0,401.0
30.46,-2.59,-110.78,-800.0,-476.0,969.0
32.18,-5.17,-122.22,-895.0,-681.0,454.0
33.55,-8.61,-132.15,-574.0,-822.0,126.0
34.58,-11.48,-140.9,-840.0,-417.0,797.0
35.16,-13.57,-148.69,-510.0,-798.0,454.0
35.3,-15.66,-155.26,-382.0,-293.0,173.0
35.43,-18.19,-160.55,-905.0,-909.0,0.0
35.5,-20.85,-164.54,-971.0,-297.0,23.0
35.35,-22.98,-167.45,-935.0,-359.0,183.0
35.03,-24.46,-169.47,-573.0,-508.0,394.0
35.07,-26.12,-170.47,-32.0,-664.0,670.0
35.53,-27.51,-170.34,-596.0,-365.0,159.0
36.17,-28.01,-169.38,-438.0,-303.0,526.0
36.95,-27.68,-167.98,-368.0,-73.0,800.0
37.97,-27.06,-165.88,-813.0,-753.0,96.0
39.53,-26.86,-163.06,-29.0,-300.0,414.0
41.62,-26.6,-159.06,-408.0,-786.0,786.0
44.01,-25.31,-154.04,-907.0,-657.0,33.0
46.51,-22.81,-148.32,-869.0,-586.0,177.0
48.98,-19.15,-141.78,-773.0,-938.0,235.0
,,,,,
61.0,-35.15,-77.58,-681.0,816.0,673.0
22.21,-6.39,-83.89,-390.0,-507.0,636.0
25.05,-4.06,-96.69,-190.0,-25.0,264.0
27.18,-1.11,-109.18,-156.0,-811.0,966.0
28.58,-2.41,-120.82,-105.0,-797.0,992.0
29.43,-6.32,-131.53,-47.0,-815.0,998.0
29.91,-9.95,-141.13,-62.0,-649.0,996.0
30.25,-13.07,-149.45,-432.0,-431.0,919.0
30.71,-16.15,-156.42,-364.0,-107.0,710.0
31.19,-18.99,-161.89,-573.0,-534.0,723.0
31.75,-21.48,-166.04,-614.0,-812.0,993.0
32.59,-23.62,-169.31,-513.0,-974.0,33.0
33.49,-25.18,-171.72,-672.0,-913.0,116.0
34.5,-26.52,-173.24,-101.0,-852.0,248.0
35.87,-28.0,-173.6,-143.0,-667.0,549.0
37.57,-29.34,-172.83,-212.0,-134.0,124.0
39.64,-30.35,-170.89,-879.0,-529.0,712.0
42.65,-30.96,-167.56,-726.0,-94.0,300.0
46.44,-30.06,-162.79,-447.0,-534.0,662.0
49.97,-27.27,-157.67,-232.0,-866.0,756.0
53.07,-23.4,-152.87,-367.0,-365.0,639.0
55.89,-18.95,-148.35,-958.0,-43.0,521.0
58.52,-14.06,-143.77,-602.0,-640.0,250.0
60.81,-8.48,-138.74,-513.0,-841.0,60.0
62.7,-2.24,-133.44,-342.0,-20.0,416.0
64.39,-4.59,-129.63,-996.0,-402.0,770.0
,,,,,
81.59,-33.99,-129.48,-248.0,-826.0,649.0
87.87,-33.65,-141.71,-658.0,-650.0,608.0
89.68,-34.25,-144.96,-546.0,422.0,328.0
90.33,-142.08,-143.5,-547.0,845.0,911.0
13.09,25.44,8.73,-540.0,244.0,117.0
15.54,21.86,0.08,165.0,625.0,315.0
17.84,-18.98,-9.49,393.0,407.0,598.0
20.12,-16.68,-19.97,395.0,372.0,79.0
22.3,-14.31,-31.4,413.0,259.0,340.0
24.39,-11.36,-43.61,456.0,246.0,725.0
26.3,-7.24,-55.97,899.0,834.0,978.0
27.97,-2.66,-68.35,227.0,931.0,116.0
29.27,-1.41,-80.82,-619.0,-324.0,993.0
30.0,-4.64,-93.16,-164.0,-648.0,864.0
30.3,-7.78,-104.77,-211.0,-984.0,594.0
30.5,-11.14,-115.06,-70.0,-660.0,543.0
31.03,-14.63,-124.09,-43.0,-528.0,432.0
31.8,-17.42,-132.42,-477.0,-130.0,445.0
32.44,-19.25,-140.71,-672.0,-396.0,311.0
32.62,-20.91,-148.34,-178.0,-654.0,967.0
32.41,-23.35,-154.15,-396.0,-35.0,622.0
32.23,-26.23,-158.33,-93.0,-133.0,508.0
31.98,-28.43,-161.42,-579.0,-911.0,708.0
31.75,-29.78,-163.63,-335.0,-554.0,45.0
31.87,-30.75,-164.88,-652.0,-145.0,299.0
32.73,-31.76,-165.03,-249.0,-791.0,497.0
34.42,-32.64,-164.08,-994.0,-571.0,752.0
36.85,-32.82,-162.01,-626.0,-482.0,74.0
40.01,-32.01,-158.54,-145.0,-234.0,293.0
43.28,-29.76,-153.93,-833.0,-594.0,695.0
46.43,-26.65,-148.5,-991.0,-737.0,984.0
49.55,-22.56,-141.7,-180.0,-742.0,207.0
,,,,,
76.39,-22.94,-123.01,-377.0,-225.0,747.0
38.88,-14.64,-137.18,-377.0,-26.0,124.0
38.5,-16.71,-145.15,-278.0,-36.0,896.0
38.05,-18.55,-152.02,-772.0,-721.0,695.0
37.25,-20.21,-158.11,-439.0,-36.0,677.0
36.2,-22.22,-163.45,-552.0,-21.0,647.0
